"Protein_ID","UniProt_ID","Identity","Alignment_length","E_value","Bit_score","UniProt_accession"
"KAK6002139.1","tr|A0ABR0TD02|A0ABR0TD02_AURPU",100,635,0,1217,"A0ABR0TD02"
"KAK6006776.1","tr|A0ABR0TRM3|A0ABR0TRM3_AURPU",100,674,0,1217,"A0ABR0TRM3"
"KAK6007229.1","tr|A0ABR0TS06|A0ABR0TS06_AURPU",100,702,0,1217,"A0ABR0TS06"
"KAK6008033.1","tr|A0ABR0TUD1|A0ABR0TUD1_AURPU",100,673,0,1217,"A0ABR0TUD1"
"KAK5999672.1","tr|A0ABR0T5J8|A0ABR0T5J8_AURPU",100,587,0,1216,"A0ABR0T5J8"
"KAK6005226.1","tr|A0ABR0TMT4|A0ABR0TMT4_AURPU",100,611,0,1216,"A0ABR0TMT4"
"KAK6004060.1","tr|A0ABR0TJC7|A0ABR0TJC7_AURPU",100,629,0,1215,"A0ABR0TJC7"
"KAK6005398.1","tr|A0ABR0TLS7|A0ABR0TLS7_AURPU",100,616,0,1215,"A0ABR0TLS7"
"KAK6005874.1","tr|A0ABR0TNR0|A0ABR0TNR0_AURPU",100,589,0,1214,"A0ABR0TNR0"
"KAK6008561.1","tr|A0ABR0TWK3|A0ABR0TWK3_AURPU",100,612,0,1214,"A0ABR0TWK3"
"KAK6003513.1","tr|A0ABR0TGE4|A0ABR0TGE4_AURPU",100,626,0,1213,"A0ABR0TGE4"
"KAK6008151.1","tr|A0ABR0TW74|A0ABR0TW74_AURPU",100,622,0,1213,"A0ABR0TW74"
"KAK6008413.1","tr|A0ABR0TV93|A0ABR0TV93_AURPU",100,600,0,1213,"A0ABR0TV93"
"CAD0011056.1","tr|A0ABR0TM84|A0ABR0TM84_AURPU",93.9,655,0,1213,"A0ABR0TM84"
"KAK6002825.1","tr|A0ABR0TFX0|A0ABR0TFX0_AURPU",100,603,0,1212,"A0ABR0TFX0"
"KAK6002959.1","tr|A0ABR0TEW7|A0ABR0TEW7_AURPU",100,635,0,1212,"A0ABR0TEW7"
"KEQ88014.1","tr|A0ABR0TU01|A0ABR0TU01_AURPU",96.7,671,0,1211,"A0ABR0TU01"
"OBW69909.1","tr|A0ABR0TTL4|A0ABR0TTL4_AURPU",96,623,0,1211,"A0ABR0TTL4"
"THZ30139.1","tr|A0ABR0TEQ3|A0ABR0TEQ3_AURPU",93.7,647,0,1211,"A0ABR0TEQ3"
"KAK6002401.1","tr|A0ABR0TD84|A0ABR0TD84_AURPU",100,614,0,1211,"A0ABR0TD84"
"KAK6004936.1","tr|A0ABR0TKF3|A0ABR0TKF3_AURPU",100,593,0,1211,"A0ABR0TKF3"
"KAK6005134.1","tr|A0ABR0TL09|A0ABR0TL09_AURPU",100,646,0,1211,"A0ABR0TL09"
"KAK6006188.1","tr|A0ABR0TP36|A0ABR0TP36_AURPU",100,955,0,1211,"A0ABR0TP36"
"KAK6006805.1","tr|A0ABR0TS98|A0ABR0TS98_AURPU",100,674,0,1211,"A0ABR0TS98"
"CAD0011168.1","tr|A0ABR0TCK0|A0ABR0TCK0_AURPU",92.2,664,0,1211,"A0ABR0TCK0"
"KAK5999762.1","tr|A0ABR0T5U8|A0ABR0T5U8_AURPU",100,603,0,1210,"A0ABR0T5U8"
"KAK6003731.1","tr|A0ABR0TI40|A0ABR0TI40_AURPU",100,589,0,1210,"A0ABR0TI40"
"KEQ87334.1","tr|A0ABR0T633|A0ABR0T633_AURPU",88.1,805,0,1209,"A0ABR0T633"
"THV81235.1","tr|A0ABR0TVC7|A0ABR0TVC7_AURPU",90.8,707,0,1209,"A0ABR0TVC7"
"KAK6000881.1","tr|A0ABR0TA38|A0ABR0TA38_AURPU",100,574,0,1209,"A0ABR0TA38"
"KAK6002189.1","tr|A0ABR0TCQ4|A0ABR0TCQ4_AURPU",100,627,0,1209,"A0ABR0TCQ4"
"KAK6005765.1","tr|A0ABR0TPH7|A0ABR0TPH7_AURPU",100,602,0,1209,"A0ABR0TPH7"
"KAK6008488.1","tr|A0ABR0TVG7|A0ABR0TVG7_AURPU",100,619,0,1209,"A0ABR0TVG7"
"THY28621.1","tr|A0ABR0TG57|A0ABR0TG57_AURPU",93.3,631,0,1208,"A0ABR0TG57"
"KAK6008514.1","tr|A0ABR0TWB9|A0ABR0TWB9_AURPU",100,597,0,1208,"A0ABR0TWB9"
"KAK6001602.1","tr|A0ABR0TBD7|A0ABR0TBD7_AURPU",100,656,0,1207,"A0ABR0TBD7"
"KAK6004856.1","tr|A0ABR0TL94|A0ABR0TL94_AURPU",100,605,0,1207,"A0ABR0TL94"
"KAK6006175.1","tr|A0ABR0TQF4|A0ABR0TQF4_AURPU",100,621,0,1207,"A0ABR0TQF4"
"OBW64618.1","tr|A0ABR0TKM7|A0ABR0TKM7_AURPU",94.5,655,0,1206,"A0ABR0TKM7"
"OBW66361.1","tr|A0ABR0TJI8|A0ABR0TJI8_AURPU",93.5,643,0,1206,"A0ABR0TJI8"
"KAK5999546.1","tr|A0ABR0T6C6|A0ABR0T6C6_AURPU",100,584,0,1206,"A0ABR0T6C6"
"KAK6002193.1","tr|A0ABR0TCM8|A0ABR0TCM8_AURPU",100,621,0,1206,"A0ABR0TCM8"
"KAK6002206.1","tr|A0ABR0TCN1|A0ABR0TCN1_AURPU",100,643,0,1206,"A0ABR0TCN1"
"KAK6002527.1","tr|A0ABR0TED3|A0ABR0TED3_AURPU",100,589,0,1206,"A0ABR0TED3"
"KAK6002706.1","tr|A0ABR0TFK9|A0ABR0TFK9_AURPU",100,643,0,1206,"A0ABR0TFK9"
"KAK6004615.1","tr|A0ABR0TL17|A0ABR0TL17_AURPU",100,677,0,1206,"A0ABR0TL17"
"KAK6006606.1","tr|A0ABR0TRU7|A0ABR0TRU7_AURPU",100,592,0,1206,"A0ABR0TRU7"
"KAK6008327.1","tr|A0ABR0TVB3|A0ABR0TVB3_AURPU",100,598,0,1206,"A0ABR0TVB3"
"KAK6008820.1","tr|A0ABR0TWI2|A0ABR0TWI2_AURPU",100,588,0,1206,"A0ABR0TWI2"
"KEQ84144.1","tr|A0ABR0TC72|A0ABR0TC72_AURPU",92.9,634,0,1205,"A0ABR0TC72"
"KAK6001605.1","tr|A0ABR0TAY3|A0ABR0TAY3_AURPU",100,590,0,1205,"A0ABR0TAY3"
"KAK6003378.1","tr|A0ABR0TG15|A0ABR0TG15_AURPU",100,642,0,1205,"A0ABR0TG15"
"KAK6000719.1","tr|A0ABR0T8L5|A0ABR0T8L5_AURPU",100,609,0,1204,"A0ABR0T8L5"
"KAK6005182.1","tr|A0ABR0TLZ5|A0ABR0TLZ5_AURPU",100,660,0,1204,"A0ABR0TLZ5"
"KAK6005855.1","tr|A0ABR0TPS0|A0ABR0TPS0_AURPU",100,580,0,1204,"A0ABR0TPS0"
"KAK6006627.1","tr|A0ABR0TQN0|A0ABR0TQN0_AURPU",100,599,0,1204,"A0ABR0TQN0"
"KAK6006823.1","tr|A0ABR0TQU9|A0ABR0TQU9_AURPU",100,589,0,1204,"A0ABR0TQU9"
"KAK5999554.1","tr|A0ABR0T545|A0ABR0T545_AURPU",100,582,0,1203,"A0ABR0T545"
"KAK6003028.1","tr|A0ABR0TF30|A0ABR0TF30_AURPU",100,599,0,1203,"A0ABR0TF30"
"KAK6007317.1","tr|A0ABR0TSP1|A0ABR0TSP1_AURPU",100,587,0,1203,"A0ABR0TSP1"
"KAK5999705.1","tr|A0ABR0T6S9|A0ABR0T6S9_AURPU",100,577,0,1202,"A0ABR0T6S9"
"KAK6001148.1","tr|A0ABR0T9P8|A0ABR0T9P8_AURPU",100,599,0,1202,"A0ABR0T9P8"
"KAK6001537.1","tr|A0ABR0TBN0|A0ABR0TBN0_AURPU",100,613,0,1202,"A0ABR0TBN0"
"KAK6007286.1","tr|A0ABR0TT07|A0ABR0TT07_AURPU",100,844,0,1202,"A0ABR0TT07"
"KAK6007318.1","tr|A0ABR0TS91|A0ABR0TS91_AURPU",100,605,0,1202,"A0ABR0TS91"
"KAK6000138.1","tr|A0ABR0T6R8|A0ABR0T6R8_AURPU",100,598,0,1201,"A0ABR0T6R8"
"KAK6000269.1","tr|A0ABR0T7C5|A0ABR0T7C5_AURPU",100,624,0,1201,"A0ABR0T7C5"
"KAK6001652.1","tr|A0ABR0TB34|A0ABR0TB34_AURPU",100,657,0,1201,"A0ABR0TB34"
"KAK6004215.1","tr|A0ABR0TIF9|A0ABR0TIF9_AURPU",100,590,0,1201,"A0ABR0TIF9"
"KAK6006357.1","tr|A0ABR0TPU0|A0ABR0TPU0_AURPU",100,593,0,1201,"A0ABR0TPU0"
"CAR4715940.1","tr|A0ABR0THK9|A0ABR0THK9_AURPU",91,645,0,1201,"A0ABR0THK9"
"THW58865.1","tr|A0ABR0TVV9|A0ABR0TVV9_AURPU",93.7,654,0,1200,"A0ABR0TVV9"
"KAK6005211.1","tr|A0ABR0TMR4|A0ABR0TMR4_AURPU",100,586,0,1200,"A0ABR0TMR4"
"KAK6003308.1","tr|A0ABR0TFU3|A0ABR0TFU3_AURPU",100,620,0,1199,"A0ABR0TFU3"
"KAK6003873.1","tr|A0ABR0THF5|A0ABR0THF5_AURPU",100,679,0,1199,"A0ABR0THF5"
"KAK6006140.1","tr|A0ABR0TQJ9|A0ABR0TQJ9_AURPU",100,623,0,1199,"A0ABR0TQJ9"
"KAK6006380.1","tr|A0ABR0TR89|A0ABR0TR89_AURPU",100,588,0,1199,"A0ABR0TR89"
"KAK6006498.1","tr|A0ABR0TPX6|A0ABR0TPX6_AURPU",100,618,0,1199,"A0ABR0TPX6"
"KAK6006993.1","tr|A0ABR0TRA5|A0ABR0TRA5_AURPU",100,613,0,1199,"A0ABR0TRA5"
"KAK6008093.1","tr|A0ABR0TUJ6|A0ABR0TUJ6_AURPU",100,591,0,1199,"A0ABR0TUJ6"
"KAK5999735.1","tr|A0ABR0T6W0|A0ABR0T6W0_AURPU",100,616,0,1198,"A0ABR0T6W0"
"KAK6001152.1","tr|A0ABR0TA19|A0ABR0TA19_AURPU",100,599,0,1198,"A0ABR0TA19"
"KAK6002196.1","tr|A0ABR0TE38|A0ABR0TE38_AURPU",100,609,0,1198,"A0ABR0TE38"
"KAK6002594.1","tr|A0ABR0TDV3|A0ABR0TDV3_AURPU",100,572,0,1198,"A0ABR0TDV3"
"KAK6003332.1","tr|A0ABR0TFW6|A0ABR0TFW6_AURPU",100,604,0,1198,"A0ABR0TFW6"
"KAK6003662.1","tr|A0ABR0TGU8|A0ABR0TGU8_AURPU",100,616,0,1198,"A0ABR0TGU8"
"KAK6005446.1","tr|A0ABR0TLW9|A0ABR0TLW9_AURPU",100,652,0,1198,"A0ABR0TLW9"
"KAK6007027.1","tr|A0ABR0TSE4|A0ABR0TSE4_AURPU",100,612,0,1198,"A0ABR0TSE4"
"THV64923.1","tr|A0ABR0TB81|A0ABR0TB81_AURPU",94.4,644,0,1197,"A0ABR0TB81"
"KAK5999463.1","tr|A0ABR0T4T7|A0ABR0T4T7_AURPU",100,615,0,1197,"A0ABR0T4T7"
"KAK6007783.1","tr|A0ABR0TTH9|A0ABR0TTH9_AURPU",100,614,0,1197,"A0ABR0TTH9"
"KEQ78908.1","tr|A0ABR0T5E1|A0ABR0T5E1_AURPU",91.1,643,0,1196,"A0ABR0T5E1"
"KEQ80404.1","tr|A0ABR0THL7|A0ABR0THL7_AURPU",92.2,670,0,1196,"A0ABR0THL7"
"THW06897.1","tr|A0ABR0TBP6|A0ABR0TBP6_AURPU",95.6,609,0,1196,"A0ABR0TBP6"
"KAK6006515.1","tr|A0ABR0TRM2|A0ABR0TRM2_AURPU",100,593,0,1196,"A0ABR0TRM2"
"OBW67339.1","tr|A0ABR0TUS1|A0ABR0TUS1_AURPU",94.9,653,0,1195,"A0ABR0TUS1"
"KAK6001773.1","tr|A0ABR0TBF6|A0ABR0TBF6_AURPU",100,605,0,1195,"A0ABR0TBF6"
"KAK6008562.1","tr|A0ABR0TW73|A0ABR0TW73_AURPU",100,607,0,1195,"A0ABR0TW73"
"KEQ81732.1","tr|A0ABR0T7G9|A0ABR0T7G9_AURPU",90.7,626,0,1194,"A0ABR0T7G9"
"THZ70291.1","tr|A0ABR0TBW7|A0ABR0TBW7_AURPU",89.9,693,0,1194,"A0ABR0TBW7"
"KAK6000694.1","tr|A0ABR0T8D1|A0ABR0T8D1_AURPU",100,601,0,1194,"A0ABR0T8D1"
"KAK6000944.1","tr|A0ABR0T987|A0ABR0T987_AURPU",100,613,0,1194,"A0ABR0T987"
"KAK6001313.1","tr|A0ABR0TA63|A0ABR0TA63_AURPU",100,588,0,1194,"A0ABR0TA63"
"KAK6006655.1","tr|A0ABR0TRV0|A0ABR0TRV0_AURPU",100,571,0,1194,"A0ABR0TRV0"
"CAD0013618.1","tr|A0ABR0TGP9|A0ABR0TGP9_AURPU",87.5,698,0,1194,"A0ABR0TGP9"
"KAK6000140.1","tr|A0ABR0T822|A0ABR0T822_AURPU",100,613,0,1193,"A0ABR0T822"
"KAK6007177.1","tr|A0ABR0TSV7|A0ABR0TSV7_AURPU",100,581,0,1193,"A0ABR0TSV7"
"KAK6002164.1","tr|A0ABR0TCK2|A0ABR0TCK2_AURPU",100,665,0,1192,"A0ABR0TCK2"
"KAK6002626.1","tr|A0ABR0TDW7|A0ABR0TDW7_AURPU",100,610,0,1192,"A0ABR0TDW7"
"KAK6006363.1","tr|A0ABR0TPH8|A0ABR0TPH8_AURPU",100,599,0,1192,"A0ABR0TPH8"
"KAK6006930.1","tr|A0ABR0TR45|A0ABR0TR45_AURPU",100,611,0,1192,"A0ABR0TR45"
"THW90965.1","tr|A0ABR0T6H7|A0ABR0T6H7_AURPU",94.2,602,0,1191,"A0ABR0T6H7"
"TIA19366.1","tr|A0ABR0TP07|A0ABR0TP07_AURPU",90.7,675,0,1191,"A0ABR0TP07"
"KAK6000580.1","tr|A0ABR0T971|A0ABR0T971_AURPU",100,609,0,1191,"A0ABR0T971"
"KAK6001431.1","tr|A0ABR0TBY0|A0ABR0TBY0_AURPU",100,585,0,1191,"A0ABR0TBY0"
"KAK6004945.1","tr|A0ABR0TLZ8|A0ABR0TLZ8_AURPU",100,575,0,1191,"A0ABR0TLZ8"
"KAK6005571.1","tr|A0ABR0TNS8|A0ABR0TNS8_AURPU",100,877,0,1191,"A0ABR0TNS8"
"CAD0011470.1","tr|A0ABR0TCF8|A0ABR0TCF8_AURPU",90.7,722,0,1191,"A0ABR0TCF8"
"THW74311.1","tr|A0ABR0TR69|A0ABR0TR69_AURPU",94.3,594,0,1190,"A0ABR0TR69"
"CAD0012523.1","tr|A0ABR0TSN9|A0ABR0TSN9_AURPU",91.9,626,0,1190,"A0ABR0TSN9"
"KEQ87949.1","tr|A0ABR0TTU0|A0ABR0TTU0_AURPU",91.5,680,0,1189,"A0ABR0TTU0"
"THV71632.1","tr|A0ABR0T5Y1|A0ABR0T5Y1_AURPU",93.1,619,0,1189,"A0ABR0T5Y1"
"THZ82394.1","tr|A0ABR0TSQ4|A0ABR0TSQ4_AURPU",96.2,586,0,1189,"A0ABR0TSQ4"
"KAK6000002.1","tr|A0ABR0T6F8|A0ABR0T6F8_AURPU",100,677,0,1189,"A0ABR0T6F8"
"KAK6001443.1","tr|A0ABR0TAH6|A0ABR0TAH6_AURPU",100,597,0,1189,"A0ABR0TAH6"
"KAK6004825.1","tr|A0ABR0TLM5|A0ABR0TLM5_AURPU",100,592,0,1189,"A0ABR0TLM5"
"KAK6006979.1","tr|A0ABR0TRC6|A0ABR0TRC6_AURPU",100,602,0,1189,"A0ABR0TRC6"
"THX56876.1","tr|A0ABR0TML8|A0ABR0TML8_AURPU",91.8,682,0,1188,"A0ABR0TML8"
"KAK6002848.1","tr|A0ABR0TEK5|A0ABR0TEK5_AURPU",100,577,0,1188,"A0ABR0TEK5"
"CAC9891013.1","tr|A0ABR0TSB1|A0ABR0TSB1_AURPU",94.3,633,0,1188,"A0ABR0TSB1"
"CAD0055941.1","tr|A0ABR0T7S8|A0ABR0T7S8_AURPU",88.6,712,0,1188,"A0ABR0T7S8"
"THV63937.1","tr|A0ABR0TDL9|A0ABR0TDL9_AURPU",91.6,629,0,1187,"A0ABR0TDL9"
"KAK6004109.1","tr|A0ABR0TI70|A0ABR0TI70_AURPU",100,578,0,1187,"A0ABR0TI70"
"CAR0999986.1","tr|A0ABR0TRK1|A0ABR0TRK1_AURPU",82.7,898,0,1187,"A0ABR0TRK1"
"KAK6001618.1","tr|A0ABR0TAZ5|A0ABR0TAZ5_AURPU",100,629,0,1186,"A0ABR0TAZ5"
"KAK6001712.1","tr|A0ABR0TB92|A0ABR0TB92_AURPU",100,652,0,1186,"A0ABR0TB92"
"KAK6003409.1","tr|A0ABR0TG37|A0ABR0TG37_AURPU",100,631,0,1186,"A0ABR0TG37"
"KAK6007696.1","tr|A0ABR0TTA7|A0ABR0TTA7_AURPU",100,593,0,1186,"A0ABR0TTA7"
"KAK6007768.1","tr|A0ABR0TTG6|A0ABR0TTG6_AURPU",100,811,0,1186,"A0ABR0TTG6"
"KAK6007257.1","tr|A0ABR0TSH5|A0ABR0TSH5_AURPU",100,569,0,1185,"A0ABR0TSH5"
"THX90247.1","tr|A0ABR0TJS2|A0ABR0TJS2_AURPU",94.9,625,0,1184,"A0ABR0TJS2"
"KAK5999807.1","tr|A0ABR0T5Y9|A0ABR0T5Y9_AURPU",100,574,0,1184,"A0ABR0T5Y9"
"KAK6000421.1","tr|A0ABR0T7J8|A0ABR0T7J8_AURPU",100,588,0,1184,"A0ABR0T7J8"
"KAK6006350.1","tr|A0ABR0TR57|A0ABR0TR57_AURPU",100,645,0,1184,"A0ABR0TR57"
"KAK6006840.1","tr|A0ABR0TQV8|A0ABR0TQV8_AURPU",100,592,0,1184,"A0ABR0TQV8"
"KAL2025576.1","tr|A0ABR0TQH2|A0ABR0TQH2_AURPU",93.8,705,0,1184,"A0ABR0TQH2"
"THY49335.1","tr|A0ABR0TJC2|A0ABR0TJC2_AURPU",94,603,0,1183,"A0ABR0TJC2"
"KAK5999591.1","tr|A0ABR0T6H1|A0ABR0T6H1_AURPU",100,579,0,1183,"A0ABR0T6H1"
"KAK6002185.1","tr|A0ABR0TDZ7|A0ABR0TDZ7_AURPU",100,657,0,1183,"A0ABR0TDZ7"
"KAK6004059.1","tr|A0ABR0TIG5|A0ABR0TIG5_AURPU",100,637,0,1183,"A0ABR0TIG5"
"THW92577.1","tr|A0ABR0T830|A0ABR0T830_AURPU",93.8,647,0,1182,"A0ABR0T830"
"KAK6000930.1","tr|A0ABR0T917|A0ABR0T917_AURPU",100,572,0,1182,"A0ABR0T917"
"KAK6001917.1","tr|A0ABR0TC96|A0ABR0TC96_AURPU",100,578,0,1182,"A0ABR0TC96"
"KAK6004261.1","tr|A0ABR0TIJ8|A0ABR0TIJ8_AURPU",100,606,0,1182,"A0ABR0TIJ8"
"KAK6004550.1","tr|A0ABR0TKY0|A0ABR0TKY0_AURPU",100,713,0,1182,"A0ABR0TKY0"
"KAK6005462.1","tr|A0ABR0TM08|A0ABR0TM08_AURPU",100,656,0,1182,"A0ABR0TM08"
"KAK6007265.1","tr|A0ABR0TTV0|A0ABR0TTV0_AURPU",100,557,0,1182,"A0ABR0TTV0"
"THX31255.1","tr|A0ABR0TQT4|A0ABR0TQT4_AURPU",93.3,624,0,1181,"A0ABR0TQT4"
"KAK6000313.1","tr|A0ABR0T795|A0ABR0T795_AURPU",100,671,0,1181,"A0ABR0T795"
"KAK6001444.1","tr|A0ABR0TAH1|A0ABR0TAH1_AURPU",100,617,0,1181,"A0ABR0TAH1"
"KAK6002827.1","tr|A0ABR0TFD7|A0ABR0TFD7_AURPU",100,821,0,1181,"A0ABR0TFD7"
"KAK6002954.1","tr|A0ABR0TEU9|A0ABR0TEU9_AURPU",100,603,0,1181,"A0ABR0TEU9"
"KAK6003842.1","tr|A0ABR0THD2|A0ABR0THD2_AURPU",100,618,0,1181,"A0ABR0THD2"
"KAK6005372.1","tr|A0ABR0TLR9|A0ABR0TLR9_AURPU",100,599,0,1181,"A0ABR0TLR9"
"KAK6006874.1","tr|A0ABR0TR24|A0ABR0TR24_AURPU",100,607,0,1181,"A0ABR0TR24"
"OBW69163.1","tr|A0ABR0TMS6|A0ABR0TMS6_AURPU",95.2,669,0,1180,"A0ABR0TMS6"
"THX43437.1","tr|A0ABR0T5C9|A0ABR0T5C9_AURPU",98.1,591,0,1180,"A0ABR0T5C9"
"KAK6002840.1","tr|A0ABR0TFY5|A0ABR0TFY5_AURPU",100,598,0,1180,"A0ABR0TFY5"
"KAK6006053.1","tr|A0ABR0TNP1|A0ABR0TNP1_AURPU",100,636,0,1180,"A0ABR0TNP1"
"KAK6008525.1","tr|A0ABR0TXA7|A0ABR0TXA7_AURPU",100,595,0,1180,"A0ABR0TXA7"
"KAK5999348.1","tr|A0ABR0T4H1|A0ABR0T4H1_AURPU",100,589,0,1179,"A0ABR0T4H1"
"KAK6004062.1","tr|A0ABR0TI93|A0ABR0TI93_AURPU",100,624,0,1179,"A0ABR0TI93"
"KAK6005509.1","tr|A0ABR0TM34|A0ABR0TM34_AURPU",100,623,0,1179,"A0ABR0TM34"
"KAK6005558.1","tr|A0ABR0TM86|A0ABR0TM86_AURPU",100,599,0,1179,"A0ABR0TM86"
"THZ41598.1","tr|A0ABR0TJF6|A0ABR0TJF6_AURPU",97.4,616,0,1178,"A0ABR0TJF6"
"KAK6000099.1","tr|A0ABR0T780|A0ABR0T780_AURPU",100,657,0,1178,"A0ABR0T780"
"KAK6001166.1","tr|A0ABR0TAW1|A0ABR0TAW1_AURPU",100,571,0,1177,"A0ABR0TAW1"
"KAK6001179.1","tr|A0ABR0TAB1|A0ABR0TAB1_AURPU",100,597,0,1177,"A0ABR0TAB1"
"KAK6003569.1","tr|A0ABR0TGL3|A0ABR0TGL3_AURPU",100,584,0,1177,"A0ABR0TGL3"
"KAK6008249.1","tr|A0ABR0TUW3|A0ABR0TUW3_AURPU",100,675,0,1177,"A0ABR0TUW3"
"THW77772.1","tr|A0ABR0TB97|A0ABR0TB97_AURPU",93.7,669,0,1176,"A0ABR0TB97"
"KAK6005789.1","tr|A0ABR0TN07|A0ABR0TN07_AURPU",100,587,0,1176,"A0ABR0TN07"
"KAK6005993.1","tr|A0ABR0TNH7|A0ABR0TNH7_AURPU",100,619,0,1176,"A0ABR0TNH7"
"KAK6007458.1","tr|A0ABR0TSM1|A0ABR0TSM1_AURPU",100,581,0,1176,"A0ABR0TSM1"
"KAK6007820.1","tr|A0ABR0TVE3|A0ABR0TVE3_AURPU",100,608,0,1176,"A0ABR0TVE3"
"KAK6002065.1","tr|A0ABR0TDM9|A0ABR0TDM9_AURPU",100,710,0,1175,"A0ABR0TDM9"
"CAD0028873.1","tr|A0ABR0TWV5|A0ABR0TWV5_AURPU",86.2,730,0,1175,"A0ABR0TWV5"
"KAK6002760.1","tr|A0ABR0TEB8|A0ABR0TEB8_AURPU",100,628,0,1174,"A0ABR0TEB8"
"KAK6006406.1","tr|A0ABR0TPQ9|A0ABR0TPQ9_AURPU",100,589,0,1174,"A0ABR0TPQ9"
"KAK6000739.1","tr|A0ABR0T8I3|A0ABR0T8I3_AURPU",100,587,0,1173,"A0ABR0T8I3"
"THV79348.1","tr|A0ABR0T865|A0ABR0T865_AURPU",94.3,628,0,1172,"A0ABR0T865"
"KAK6001426.1","tr|A0ABR0TAG2|A0ABR0TAG2_AURPU",100,679,0,1172,"A0ABR0TAG2"
"KAK6006040.1","tr|A0ABR0TQ22|A0ABR0TQ22_AURPU",100,598,0,1172,"A0ABR0TQ22"
"THV64922.1","tr|A0ABR0TAI9|A0ABR0TAI9_AURPU",91.8,599,0,1171,"A0ABR0TAI9"
"THW26192.1","tr|A0ABR0TNC8|A0ABR0TNC8_AURPU",83,765,0,1171,"A0ABR0TNC8"
"TIA39558.1","tr|A0ABR0TFD1|A0ABR0TFD1_AURPU",93.9,639,0,1171,"A0ABR0TFD1"
"CAD0019040.1","tr|A0ABR0TVU8|A0ABR0TVU8_AURPU",90.1,709,0,1171,"A0ABR0TVU8"
"KAK6002611.1","tr|A0ABR0TDV9|A0ABR0TDV9_AURPU",100,578,0,1170,"A0ABR0TDV9"
"KAK6003225.1","tr|A0ABR0TFL3|A0ABR0TFL3_AURPU",100,572,0,1170,"A0ABR0TFL3"
"KAK6008115.1","tr|A0ABR0TUJ8|A0ABR0TUJ8_AURPU",100,564,0,1170,"A0ABR0TUJ8"
"KEQ87890.1","tr|A0ABR0TTX1|A0ABR0TTX1_AURPU",91.9,720,0,1169,"A0ABR0TTX1"
"THW00956.1","tr|A0ABR0TI36|A0ABR0TI36_AURPU",87.5,722,0,1169,"A0ABR0TI36"
"THZ44858.1","tr|A0ABR0TQL5|A0ABR0TQL5_AURPU",96.3,623,0,1169,"A0ABR0TQL5"
"KAK6005627.1","tr|A0ABR0TMH9|A0ABR0TMH9_AURPU",100,550,0,1169,"A0ABR0TMH9"
"KAK6005832.1","tr|A0ABR0TNC6|A0ABR0TNC6_AURPU",100,578,0,1169,"A0ABR0TNC6"
"KAK6008805.1","tr|A0ABR0TWG3|A0ABR0TWG3_AURPU",100,615,0,1169,"A0ABR0TWG3"
"THV71292.1","tr|A0ABR0TTI2|A0ABR0TTI2_AURPU",94.8,640,0,1168,"A0ABR0TTI2"
"KAK6007008.1","tr|A0ABR0TRB9|A0ABR0TRB9_AURPU",100,588,0,1168,"A0ABR0TRB9"
"THW63563.1","tr|A0ABR0TVM6|A0ABR0TVM6_AURPU",92.6,661,0,1167,"A0ABR0TVM6"
"KAK6003120.1","tr|A0ABR0TFB1|A0ABR0TFB1_AURPU",100,577,0,1167,"A0ABR0TFB1"
"KAK6006830.1","tr|A0ABR0TSI9|A0ABR0TSI9_AURPU",100,731,0,1167,"A0ABR0TSI9"
"KAK6005991.1","tr|A0ABR0TQ35|A0ABR0TQ35_AURPU",100,593,0,1166,"A0ABR0TQ35"
"KAK6006806.1","tr|A0ABR0TRQ1|A0ABR0TRQ1_AURPU",100,580,0,1166,"A0ABR0TRQ1"
"KAK6001058.1","tr|A0ABR0T9F4|A0ABR0T9F4_AURPU",100,592,0,1165,"A0ABR0T9F4"
"KAK6003078.1","tr|A0ABR0TF68|A0ABR0TF68_AURPU",100,583,0,1165,"A0ABR0TF68"
"KAK6007060.1","tr|A0ABR0TT21|A0ABR0TT21_AURPU",100,601,0,1165,"A0ABR0TT21"
"KAK6008036.1","tr|A0ABR0TV40|A0ABR0TV40_AURPU",100,639,0,1165,"A0ABR0TV40"
"KAK6008273.1","tr|A0ABR0TV33|A0ABR0TV33_AURPU",100,585,0,1165,"A0ABR0TV33"
"KEQ89537.1","tr|A0ABR0TX79|A0ABR0TX79_AURPU",98.3,583,0,1164,"A0ABR0TX79"
"KAK6002366.1","tr|A0ABR0TE93|A0ABR0TE93_AURPU",100,608,0,1164,"A0ABR0TE93"
"KAK6003239.1","tr|A0ABR0TFM6|A0ABR0TFM6_AURPU",100,610,0,1164,"A0ABR0TFM6"
"KAK6003877.1","tr|A0ABR0TIC3|A0ABR0TIC3_AURPU",100,594,0,1164,"A0ABR0TIC3"
"KAK6006469.1","tr|A0ABR0TPW5|A0ABR0TPW5_AURPU",100,623,0,1164,"A0ABR0TPW5"
"KAK6006958.1","tr|A0ABR0TR75|A0ABR0TR75_AURPU",100,590,0,1164,"A0ABR0TR75"
"KAK6007779.1","tr|A0ABR0TU79|A0ABR0TU79_AURPU",100,589,0,1164,"A0ABR0TU79"
"KAK6008618.1","tr|A0ABR0TW25|A0ABR0TW25_AURPU",100,709,0,1164,"A0ABR0TW25"
"THZ85222.1","tr|A0ABR0TF13|A0ABR0TF13_AURPU",96.6,596,0,1163,"A0ABR0TF13"
