accession,organism,pdb_count,pdb_ids
A0ABR0TKY7,Aureobasidium pullulans,0,
A0ABR0TAJ1,Aureobasidium pullulans,0,
A0ABR0TDL9,Aureobasidium pullulans,0,
A0ABR0T5I7,Aureobasidium pullulans,0,
A0ABR0TAQ8,Aureobasidium pullulans,0,
A0ABR0T9X5,Aureobasidium pullulans,0,
A0ABR0TFP3,Aureobasidium pullulans,0,
A0ABR0TUA3,Aureobasidium pullulans,0,
A0ABR0TTH6,Aureobasidium pullulans,0,
A0ABR0TK23,Aureobasidium pullulans,0,
A0ABR0TA46,Aureobasidium pullulans,0,
A0ABR0TQN4,Aureobasidium pullulans,0,
A0ABR0TS11,Aureobasidium pullulans,0,
A0ABR0TVY4,Aureobasidium pullulans,0,
A0ABR0TSX1,Aureobasidium pullulans,0,
A0ABR0TU64,Aureobasidium pullulans,0,
A0ABR0TN67,Aureobasidium pullulans,0,
A0ABR0TR54,Aureobasidium pullulans,0,
A0ABR0TH95,Aureobasidium pullulans,0,
A0ABR0TGC7,Aureobasidium pullulans,0,
A0ABR0TRI2,Aureobasidium pullulans,0,
A0ABR0TUG6,Aureobasidium pullulans,0,
A0ABR0TQN8,Aureobasidium pullulans,0,
A0ABR0T7Y0,Aureobasidium pullulans,0,
A0ABR0T849,Aureobasidium pullulans,0,
A0ABR0T8L0,Aureobasidium pullulans,0,
A0ABR0TSG4,Aureobasidium pullulans,0,
A0ABR0TLW3,Aureobasidium pullulans,0,
A0ABR0TL86,Aureobasidium pullulans,0,
A0ABR0T7I8,Aureobasidium pullulans,0,
A0ABR0TTG8,Aureobasidium pullulans,0,
A0ABR0TJZ2,Aureobasidium pullulans,0,
A0ABR0T6J1,Aureobasidium pullulans,0,
A0ABR0T8H1,Aureobasidium pullulans,0,
A0ABR0TQ62,Aureobasidium pullulans,0,
A0ABR0TJF2,Aureobasidium pullulans,0,
A0ABR0TRR6,Aureobasidium pullulans,0,
A0ABR0TQA7,Aureobasidium pullulans,0,
A0ABR0T6F8,Aureobasidium pullulans,0,
A0ABR0TTE9,Aureobasidium pullulans,0,
A0ABR0T6Y1,Aureobasidium pullulans,0,
A0ABR0TCC6,Aureobasidium pullulans,0,
A0ABR0TCW6,Aureobasidium pullulans,0,
A0ABR0T715,Aureobasidium pullulans,0,
A0ABR0TDP5,Aureobasidium pullulans,0,
A0ABR0TB71,Aureobasidium pullulans,0,
A0ABR0TAI9,Aureobasidium pullulans,0,
A0ABR0TB81,Aureobasidium pullulans,0,
A0ABR0T9K2,Aureobasidium pullulans,0,
A0ABR0TMQ0,Aureobasidium pullulans,0,
A0ABR0TCY9,Aureobasidium pullulans,0,
A0ABR0TV45,Aureobasidium pullulans,0,
A0ABR0TT81,Aureobasidium pullulans,0,
A0ABR0TVS1,Aureobasidium pullulans,0,
A0ABR0TQX0,Aureobasidium pullulans,0,
A0ABR0T976,Aureobasidium pullulans,0,
A0ABR0TLQ5,Aureobasidium pullulans,0,
A0ABR0TRJ8,Aureobasidium pullulans,0,
A0ABR0TFT1,Aureobasidium pullulans,0,
A0ABR0TQJ6,Aureobasidium pullulans,0,
A0ABR0TK81,Aureobasidium pullulans,0,
A0ABR0TB45,Aureobasidium pullulans,0,
A0ABR0TWQ7,Aureobasidium pullulans,0,
A0ABR0TEB3,Aureobasidium pullulans,0,
A0ABR0T8L3,Aureobasidium pullulans,0,
A0ABR0TIT7,Aureobasidium pullulans,0,
A0ABR0TG14,Aureobasidium pullulans,0,
A0ABR0TG66,Aureobasidium pullulans,0,
A0ABR0TJ88,Aureobasidium pullulans,0,
A0ABR0TEL4,Aureobasidium pullulans,0,
A0ABR0TH20,Aureobasidium pullulans,0,
A0ABR0T9C7,Aureobasidium pullulans,0,
A0ABR0TDB9,Aureobasidium pullulans,0,
A0ABR0TQT8,Aureobasidium pullulans,0,
A0ABR0T5Q7,Aureobasidium pullulans,0,
A0ABR0TGI2,Aureobasidium pullulans,0,
A0ABR0T8P9,Aureobasidium pullulans,0,
A0ABR0TUH1,Aureobasidium pullulans,0,
A0ABR0TUI6,Aureobasidium pullulans,0,
A0ABR0TEL2,Aureobasidium pullulans,0,
A0ABR0TJ35,Aureobasidium pullulans,0,
A0ABR0TE60,Aureobasidium pullulans,0,
A0ABR0TV88,Aureobasidium pullulans,0,
A0ABR0TKL8,Aureobasidium pullulans,0,
A0ABR0TK62,Aureobasidium pullulans,0,
A0ABR0T7L7,Aureobasidium pullulans,0,
A0ABR0TR76,Aureobasidium pullulans,0,
A0ABR0T7N2,Aureobasidium pullulans,0,
A0ABR0T4M4,Aureobasidium pullulans,0,
A0ABR0TXI5,Aureobasidium pullulans,0,
A0ABR0TN74,Aureobasidium pullulans,0,
A0ABR0TJ52,Aureobasidium pullulans,0,
A0ABR0TJ47,Aureobasidium pullulans,0,
A0ABR0TWE0,Aureobasidium pullulans,0,
A0ABR0TN18,Aureobasidium pullulans,0,
A0ABR0TMZ1,Aureobasidium pullulans,0,
A0ABR0T754,Aureobasidium pullulans,0,
A0ABR0T7N0,Aureobasidium pullulans,0,
A0ABR0TN32,Aureobasidium pullulans,0,
A0ABR0TTL6,Aureobasidium pullulans,0,
A0ABR0TA21,Aureobasidium pullulans,0,
A0ABR0TSV6,Aureobasidium pullulans,0,
A0ABR0T5M4,Aureobasidium pullulans,0,
A0ABR0TT33,Aureobasidium pullulans,0,
A0ABR0TEI1,Aureobasidium pullulans,0,
A0ABR0TIT9,Aureobasidium pullulans,0,
A0ABR0T729,Aureobasidium pullulans,0,
A0ABR0TQB3,Aureobasidium pullulans,0,
A0ABR0TL98,Aureobasidium pullulans,0,
A0ABR0TLC5,Aureobasidium pullulans,0,
A0ABR0TQ03,Aureobasidium pullulans,0,
A0ABR0TGF5,Aureobasidium pullulans,0,
A0ABR0T4M0,Aureobasidium pullulans,0,
A0ABR0TG49,Aureobasidium pullulans,0,
A0ABR0T8F6,Aureobasidium pullulans,0,
A0ABR0TF77,Aureobasidium pullulans,0,
A0ABR0TF71,Aureobasidium pullulans,0,
A0ABR0TXW3,Aureobasidium pullulans,0,
A0ABR0TSJ3,Aureobasidium pullulans,0,
A0ABR0T9Y8,Aureobasidium pullulans,0,
A0ABR0TKJ4,Aureobasidium pullulans,0,
A0ABR0TJY0,Aureobasidium pullulans,0,
A0ABR0T5C3,Aureobasidium pullulans,0,
A0ABR0T5D0,Aureobasidium pullulans,0,
A0ABR0TIZ8,Aureobasidium pullulans,0,
A0ABR0TLJ2,Aureobasidium pullulans,0,
A0ABR0T8C1,Aureobasidium pullulans,0,
A0ABR0TMJ0,Aureobasidium pullulans,0,
A0ABR0TTZ3,Aureobasidium pullulans,0,
A0ABR0TVF1,Aureobasidium pullulans,0,
A0ABR0TVI8,Aureobasidium pullulans,0,
A0ABR0TKG4,Aureobasidium pullulans,0,
A0ABR0TFG9,Aureobasidium pullulans,0,
A0ABR0TRI8,Aureobasidium pullulans,0,
A0ABR0TN07,Aureobasidium pullulans,0,
A0ABR0TIJ8,Aureobasidium pullulans,0,
A0ABR0T8Y5,Aureobasidium pullulans,0,
A0ABR0TR93,Aureobasidium pullulans,0,
A0ABR0T590,Aureobasidium pullulans,0,
A0ABR0TDF3,Aureobasidium pullulans,0,
A0ABR0T728,Aureobasidium pullulans,0,
A0ABR0T8Z2,Aureobasidium pullulans,0,
A0ABR0TN78,Aureobasidium pullulans,0,
A0ABR0TPV5,Aureobasidium pullulans,0,
A0ABR0TWR4,Aureobasidium pullulans,0,
A0ABR0TGW7,Aureobasidium pullulans,0,
A0ABR0TNQ8,Aureobasidium pullulans,0,
A0ABR0TMZ6,Aureobasidium pullulans,0,
A0ABR0TD65,Aureobasidium pullulans,0,
A0ABR0TJX4,Aureobasidium pullulans,0,
A0ABR0TDJ3,Aureobasidium pullulans,0,
A0ABR0TC34,Aureobasidium pullulans,0,
A0ABR0TFA1,Aureobasidium pullulans,0,
A0ABR0TL32,Aureobasidium pullulans,0,
A0ABR0TJZ3,Aureobasidium pullulans,0,
A0ABR0TD19,Aureobasidium pullulans,0,
A0ABR0TEG1,Aureobasidium pullulans,0,
A0ABR0TJX3,Aureobasidium pullulans,0,
A0ABR0TU71,Aureobasidium pullulans,0,
A0ABR0T6Y6,Aureobasidium pullulans,0,
A0ABR0T8C5,Aureobasidium pullulans,0,
A0ABR0TWI6,Aureobasidium pullulans,0,
A0ABR0TWQ3,Aureobasidium pullulans,0,
A0ABR0TD52,Aureobasidium pullulans,0,
A0ABR0TBN4,Aureobasidium pullulans,0,
A0ABR0TES5,Aureobasidium pullulans,0,
A0ABR0TDZ4,Aureobasidium pullulans,0,
A0ABR0T527,Aureobasidium pullulans,0,
A0ABR0T7N9,Aureobasidium pullulans,0,
A0ABR0TDX3,Aureobasidium pullulans,0,
A0ABR0TIS9,Aureobasidium pullulans,0,
A0ABR0TDU1,Aureobasidium pullulans,0,
A0ABR0TS65,Aureobasidium pullulans,0,
A0ABR0TU76,Aureobasidium pullulans,0,
A0ABR0TDM9,Aureobasidium pullulans,0,
A0ABR0TCZ6,Aureobasidium pullulans,0,
A0ABR0T4Y2,Aureobasidium pullulans,0,
A0ABR0TRN6,Aureobasidium pullulans,0,
A0ABR0TSM6,Aureobasidium pullulans,0,
A0ABR0TTB2,Aureobasidium pullulans,0,
A0ABR0TKV8,Aureobasidium pullulans,0,
A0ABR0TRF1,Aureobasidium pullulans,0,
A0ABR0TSA4,Aureobasidium pullulans,0,
A0ABR0THJ8,Aureobasidium pullulans,0,
A0ABR0TKS1,Aureobasidium pullulans,0,
A0ABR0TRB6,Aureobasidium pullulans,0,
A0ABR0TU82,Aureobasidium pullulans,0,
A0ABR0TT15,Aureobasidium pullulans,0,
A0ABR0TE91,Aureobasidium pullulans,0,
A0ABR0TE75,Aureobasidium pullulans,0,
A0ABR0TH75,Aureobasidium pullulans,0,
A0ABR0TD25,Aureobasidium pullulans,0,
A0ABR0THB9,Aureobasidium pullulans,0,
A0ABR0TIN0,Aureobasidium pullulans,0,
A0ABR0T4X0,Aureobasidium pullulans,0,
A0ABR0TNT5,Aureobasidium pullulans,0,
A0ABR0TID5,Aureobasidium pullulans,0,
A0ABR0TLC0,Aureobasidium pullulans,0,
A0ABR0TFH3,Aureobasidium pullulans,0,
A0ABR0TXQ0,Aureobasidium pullulans,0,
A0ABR0TBI9,Aureobasidium pullulans,0,
A0ABR0TCZ1,Aureobasidium pullulans,0,
A0ABR0TJ72,Aureobasidium pullulans,0,
A0ABR0TMU0,Aureobasidium pullulans,0,
A0ABR0TNI3,Aureobasidium pullulans,0,
A0ABR0TSW7,Aureobasidium pullulans,0,
A0ABR0T8T4,Aureobasidium pullulans,0,
A0ABR0TSE8,Aureobasidium pullulans,0,
A0ABR0TDB0,Aureobasidium pullulans,0,
A0ABR0THU5,Aureobasidium pullulans,0,
A0ABR0TG37,Aureobasidium pullulans,0,
A0ABR0TSM3,Aureobasidium pullulans,0,
A0ABR0TWA1,Aureobasidium pullulans,0,
A0ABR0TAQ6,Aureobasidium pullulans,0,
A0ABR0T9H9,Aureobasidium pullulans,0,
A0ABR0TPU2,Aureobasidium pullulans,0,
A0ABR0TIR6,Aureobasidium pullulans,0,
A0ABR0TSR3,Aureobasidium pullulans,0,
A0ABR0TAN7,Aureobasidium pullulans,0,
A0ABR0TWY0,Aureobasidium pullulans,0,
A0ABR0THM5,Aureobasidium pullulans,0,
A0ABR0TKJ9,Aureobasidium pullulans,0,
A0ABR0T5B5,Aureobasidium pullulans,0,
A0ABR0TH39,Aureobasidium pullulans,0,
A0ABR0TMQ7,Aureobasidium pullulans,0,
A0ABR0TK12,Aureobasidium pullulans,0,
A0ABR0TUX3,Aureobasidium pullulans,0,
A0ABR0TC60,Aureobasidium pullulans,0,
A0ABR0TPE5,Aureobasidium pullulans,0,
A0ABR0TSF2,Aureobasidium pullulans,0,
A0ABR0T6B5,Aureobasidium pullulans,0,
A0ABR0TXA6,Aureobasidium pullulans,0,
A0ABR0TJ53,Aureobasidium pullulans,0,
A0ABR0T8D3,Aureobasidium pullulans,0,
A0ABR0TQI9,Aureobasidium pullulans,0,
A0ABR0T5L2,Aureobasidium pullulans,0,
A0ABR0T4N1,Aureobasidium pullulans,0,
A0ABR0TVJ7,Aureobasidium pullulans,0,
A0ABR0TGC8,Aureobasidium pullulans,0,
A0ABR0TIS4,Aureobasidium pullulans,0,
A0ABR0TEZ0,Aureobasidium pullulans,0,
A0ABR0TIP8,Aureobasidium pullulans,0,
A0ABR0T5E4,Aureobasidium pullulans,0,
A0ABR0TGQ9,Aureobasidium pullulans,0,
A0ABR0TR39,Aureobasidium pullulans,0,
A0ABR0TH52,Aureobasidium pullulans,0,
A0ABR0TRV6,Aureobasidium pullulans,0,
A0ABR0TSB7,Aureobasidium pullulans,0,
A0ABR0TJ63,Aureobasidium pullulans,0,
A0ABR0TKU2,Aureobasidium pullulans,0,
A0ABR0TFW0,Aureobasidium pullulans,0,
A0ABR0TRE0,Aureobasidium pullulans,0,
A0ABR0TI40,Aureobasidium pullulans,0,
A0ABR0T6Z8,Aureobasidium pullulans,0,
A0ABR0TE97,Aureobasidium pullulans,0,
A0ABR0TEB2,Aureobasidium pullulans,0,
A0ABR0TFF2,Aureobasidium pullulans,0,
A0ABR0THK4,Aureobasidium pullulans,0,
A0ABR0TGH9,Aureobasidium pullulans,0,
A0ABR0TTF6,Aureobasidium pullulans,0,
A0ABR0TUZ0,Aureobasidium pullulans,0,
A0ABR0TKB7,Aureobasidium pullulans,0,
A0ABR0TLQ2,Aureobasidium pullulans,0,
A0ABR0T4F0,Aureobasidium pullulans,0,
A0ABR0TVL5,Aureobasidium pullulans,0,
A0ABR0TR18,Aureobasidium pullulans,0,
A0ABR0T4J9,Aureobasidium pullulans,0,
A0ABR0TF65,Aureobasidium pullulans,0,
A0ABR0TP00,Aureobasidium pullulans,0,
A0ABR0TPD1,Aureobasidium pullulans,0,
A0ABR0TF62,Aureobasidium pullulans,0,
A0ABR0TFE4,Aureobasidium pullulans,0,
A0A1A7MEQ7,Aureobasidium pullulans,0,
A0ABR0TI78,Aureobasidium pullulans,0,
A0ABR0TGW0,Aureobasidium pullulans,0,
A0ABR0T7X1,Aureobasidium pullulans,0,
A0ABR0T7D3,Aureobasidium pullulans,0,
A0ABR0TJU7,Aureobasidium pullulans,0,
A0ABR0TQI3,Aureobasidium pullulans,0,
A0ABR0TRF8,Aureobasidium pullulans,0,
A0ABR0TQ06,Aureobasidium pullulans,0,
A0ABR0T635,Aureobasidium pullulans,0,
A0ABR0TFV3,Aureobasidium pullulans,0,
A0ABR0TWM5,Aureobasidium pullulans,0,
A0ABR0T7X5,Aureobasidium pullulans,0,
A0ABR0T8E5,Aureobasidium pullulans,0,
A0ABR0TG65,Aureobasidium pullulans,0,
A0ABR0TCD7,Aureobasidium pullulans,0,
A0ABR0TD48,Aureobasidium pullulans,0,
A0ABR0TJL8,Aureobasidium pullulans,0,
A0ABR0TPY7,Aureobasidium pullulans,0,
A0ABR0TQM2,Aureobasidium pullulans,0,
A0ABR0TR34,Aureobasidium pullulans,0,
A0ABR0TPM2,Aureobasidium pullulans,0,
A0ABR0TES6,Aureobasidium pullulans,0,
A0ABR0TKU4,Aureobasidium pullulans,0,
A0ABR0TGI6,Aureobasidium pullulans,0,
A0ABR0TSL4,Aureobasidium pullulans,0,
A0ABR0TQX6,Aureobasidium pullulans,0,
A0ABR0TJW5,Aureobasidium pullulans,0,
A0ABR0TJJ6,Aureobasidium pullulans,0,
A0ABR0TL75,Aureobasidium pullulans,0,
A0ABR0TJP0,Aureobasidium pullulans,0,
A0ABR0T631,Aureobasidium pullulans,0,
A0ABR0TUJ8,Aureobasidium pullulans,0,
A0ABR0TFQ2,Aureobasidium pullulans,0,
A0ABR0T7A0,Aureobasidium pullulans,0,
A0ABR0TRI7,Aureobasidium pullulans,0,
A0ABR0TRJ2,Aureobasidium pullulans,0,
A0ABR0TRA5,Aureobasidium pullulans,0,
A0ABR0TWD6,Aureobasidium pullulans,0,
A0ABR0TC63,Aureobasidium pullulans,0,
A0ABR0TCM1,Aureobasidium pullulans,0,
A0ABR0TC36,Aureobasidium pullulans,0,
A0ABR0T960,Aureobasidium pullulans,0,
A0ABR0TDX6,Aureobasidium pullulans,0,
A0ABR0TET7,Aureobasidium pullulans,0,
A0ABR0TKG1,Aureobasidium pullulans,0,
A0ABR0TQ04,Aureobasidium pullulans,0,
A0ABR0TEF2,Aureobasidium pullulans,0,
A0ABR0TIA1,Aureobasidium pullulans,0,
A0ABR0T5N5,Aureobasidium pullulans,0,
A0ABR0TIX8,Aureobasidium pullulans,0,
A0ABR0TLH4,Aureobasidium pullulans,0,
A0ABR0T6P5,Aureobasidium pullulans,0,
A0ABR0TPH4,Aureobasidium pullulans,0,
A0ABR0TUF3,Aureobasidium pullulans,0,
A0ABR0TKZ6,Aureobasidium pullulans,0,
A0ABR0T5M9,Aureobasidium pullulans,0,
A0ABR0TCK9,Aureobasidium pullulans,0,
A0ABR0TGU4,Aureobasidium pullulans,0,
A0ABR0TV97,Aureobasidium pullulans,0,
A0ABR0TBY6,Aureobasidium pullulans,0,
A0ABR0TBV3,Aureobasidium pullulans,0,
A0ABR0TBU8,Aureobasidium pullulans,0,
A0ABR0TJL4,Aureobasidium pullulans,0,
A0ABR0T6N3,Aureobasidium pullulans,0,
A0ABR0T5Z6,Aureobasidium pullulans,0,
A0ABR0TBU2,Aureobasidium pullulans,0,
A0ABR0TIC7,Aureobasidium pullulans,0,
A0ABR0TCT5,Aureobasidium pullulans,0,
A0ABR0TNR4,Aureobasidium pullulans,0,
A0ABR0TLF9,Aureobasidium pullulans,0,
A0ABR0TLC4,Aureobasidium pullulans,0,
A0ABR0TEZ6,Aureobasidium pullulans,0,
A0ABR0TFA7,Aureobasidium pullulans,0,
A0ABR0THM4,Aureobasidium pullulans,0,
A0ABR0TQU4,Aureobasidium pullulans,0,
A0ABR0TI83,Aureobasidium pullulans,0,
A0ABR0TUP3,Aureobasidium pullulans,0,
A0ABR0TAB7,Aureobasidium pullulans,0,
A0ABR0TMY0,Aureobasidium pullulans,0,
A0ABR0TII9,Aureobasidium pullulans,0,
A0ABR0TJ49,Aureobasidium pullulans,0,
A0ABR0TF57,Aureobasidium pullulans,0,
A0ABR0T6J6,Aureobasidium pullulans,0,
A0ABR0TRC0,Aureobasidium pullulans,0,
A0ABR0TRF0,Aureobasidium pullulans,0,
A0ABR0TSU8,Aureobasidium pullulans,0,
A0ABR0TRT1,Aureobasidium pullulans,0,
A0ABR0TER0,Aureobasidium pullulans,0,
A0ABR0TD00,Aureobasidium pullulans,0,
A0ABR0T6T5,Aureobasidium pullulans,0,
A0ABR0TNL7,Aureobasidium pullulans,0,
A0ABR0T692,Aureobasidium pullulans,0,
A0ABR0T5D2,Aureobasidium pullulans,0,
A0ABR0T5Z7,Aureobasidium pullulans,0,
A0ABR0T6B6,Aureobasidium pullulans,0,
A0ABR0T8E6,Aureobasidium pullulans,0,
A0ABR0TPA3,Aureobasidium pullulans,0,
A0ABR0TAZ9,Aureobasidium pullulans,0,
A0ABR0TEP0,Aureobasidium pullulans,0,
A0ABR0TG70,Aureobasidium pullulans,0,
A0ABR0TEC0,Aureobasidium pullulans,0,
A0ABR0TAX5,Aureobasidium pullulans,0,
A0ABR0TL08,Aureobasidium pullulans,0,
A0ABR0TFR2,Aureobasidium pullulans,0,
A0ABR0TAM7,Aureobasidium pullulans,0,
A0ABR0T9C3,Aureobasidium pullulans,0,
A0ABR0T9Q4,Aureobasidium pullulans,0,
A0ABR0THF3,Aureobasidium pullulans,0,
A0ABR0TAA7,Aureobasidium pullulans,0,
A0ABR0TAE6,Aureobasidium pullulans,0,
A0ABR0T6T6,Aureobasidium pullulans,0,
A0ABR0TSL2,Aureobasidium pullulans,0,
A0ABR0TSP7,Aureobasidium pullulans,0,
A0ABR0TUM4,Aureobasidium pullulans,0,
A0ABR0TIM7,Aureobasidium pullulans,0,
A0ABR0TA77,Aureobasidium pullulans,0,
A0ABR0T7M0,Aureobasidium pullulans,0,
A0ABR0TEU1,Aureobasidium pullulans,0,
A0ABR0TJJ0,Aureobasidium pullulans,0,
A0ABR0TN08,Aureobasidium pullulans,0,
A0ABR0TKS4,Aureobasidium pullulans,0,
A0ABR0TRI6,Aureobasidium pullulans,0,
A0ABR0TMB1,Aureobasidium pullulans,0,
A0ABR0T5R0,Aureobasidium pullulans,0,
A0ABR0T5V5,Aureobasidium pullulans,0,
A0ABR0T9V7,Aureobasidium pullulans,0,
A0ABR0TSJ8,Aureobasidium pullulans,0,
A0ABR0TII3,Aureobasidium pullulans,0,
A0ABR0THR3,Aureobasidium pullulans,0,
A0ABR0THP7,Aureobasidium pullulans,0,
A0ABR0T7C0,Aureobasidium pullulans,0,
A0ABR0TG60,Aureobasidium pullulans,0,
A0ABR0TAS4,Aureobasidium pullulans,0,
A0ABR0TBT9,Aureobasidium pullulans,0,
A0ABR0T7G0,Aureobasidium pullulans,0,
A0ABR0T928,Aureobasidium pullulans,0,
A0ABR0TA98,Aureobasidium pullulans,0,
A0ABR0TTI1,Aureobasidium pullulans,0,
A0ABR0TJZ4,Aureobasidium pullulans,0,
A0ABR0TU47,Aureobasidium pullulans,0,
A0ABR0TTH1,Aureobasidium pullulans,0,
A0ABR0TTI2,Aureobasidium pullulans,0,
A0ABR0TV89,Aureobasidium pullulans,0,
A0ABR0T7R5,Aureobasidium pullulans,0,
A0ABR0T8A5,Aureobasidium pullulans,0,
A0ABR0T7H9,Aureobasidium pullulans,0,
A0ABR0T7R2,Aureobasidium pullulans,0,
A0ABR0T837,Aureobasidium pullulans,0,
A0ABR0T913,Aureobasidium pullulans,0,
A0ABR0T5W8,Aureobasidium pullulans,0,
A0ABR0TM49,Aureobasidium pullulans,0,
A0ABR0TQ44,Aureobasidium pullulans,0,
A0ABR0T706,Aureobasidium pullulans,0,
A0ABR0T705,Aureobasidium pullulans,0,
A0ABR0TLC7,Aureobasidium pullulans,0,
A0ABR0TSB2,Aureobasidium pullulans,0,
A0ABR0TKQ1,Aureobasidium pullulans,0,
A0ABR0TM88,Aureobasidium pullulans,0,
A0ABR0TBB3,Aureobasidium pullulans,0,
A0ABR0TU81,Aureobasidium pullulans,0,
A0ABR0T5Y1,Aureobasidium pullulans,0,
A0ABR0T5I9,Aureobasidium pullulans,0,
A0ABR0T5E2,Aureobasidium pullulans,0,
A0ABR0TLY9,Aureobasidium pullulans,0,
A0ABR0TM05,Aureobasidium pullulans,0,
A0ABR0TSA6,Aureobasidium pullulans,0,
A0ABR0TSA7,Aureobasidium pullulans,0,
A0ABR0TTZ4,Aureobasidium pullulans,0,
A0ABR0THS4,Aureobasidium pullulans,0,
A0ABR0THJ2,Aureobasidium pullulans,0,
A0ABR0TI14,Aureobasidium pullulans,0,
A0ABR0TKJ6,Aureobasidium pullulans,0,
A0ABR0TKI2,Aureobasidium pullulans,0,
A0ABR0TJW2,Aureobasidium pullulans,0,
A0ABR0TSG8,Aureobasidium pullulans,0,
A0ABR0TQL8,Aureobasidium pullulans,0,
A0ABR0TEM9,Aureobasidium pullulans,0,
A0ABR0TQW1,Aureobasidium pullulans,0,
A0ABR0TQY5,Aureobasidium pullulans,0,
A0ABR0TRU2,Aureobasidium pullulans,0,
A0ABR0TL30,Aureobasidium pullulans,0,
A0ABR0TL50,Aureobasidium pullulans,0,
A0ABR0TLT7,Aureobasidium pullulans,0,
A0ABR0TLS2,Aureobasidium pullulans,0,
A0ABR0TQD9,Aureobasidium pullulans,0,
A0ABR0TB82,Aureobasidium pullulans,0,
A0ABR0TJE1,Aureobasidium pullulans,0,
A0ABR0TI70,Aureobasidium pullulans,0,
A0ABR0TJ91,Aureobasidium pullulans,0,
A0ABR0THZ6,Aureobasidium pullulans,0,
A0ABR0TIF2,Aureobasidium pullulans,0,
A0ABR0THH6,Aureobasidium pullulans,0,
A0ABR0TI17,Aureobasidium pullulans,0,
A0ABR0TEN5,Aureobasidium pullulans,0,
A0ABR0TQS4,Aureobasidium pullulans,0,
A0ABR0TQT1,Aureobasidium pullulans,0,
A0ABR0TQR3,Aureobasidium pullulans,0,
A0ABR0T717,Aureobasidium pullulans,0,
A0ABR0TKD8,Aureobasidium pullulans,0,
A0ABR0TFL2,Aureobasidium pullulans,0,
A0ABR0TFL3,Aureobasidium pullulans,0,
A0ABR0TN36,Aureobasidium pullulans,0,
A0ABR0TRS0,Aureobasidium pullulans,0,
A0ABR0TQ30,Aureobasidium pullulans,0,
A0ABR0TIZ1,Aureobasidium pullulans,0,
A0ABR0TRA8,Aureobasidium pullulans,0,
A0ABR0TS41,Aureobasidium pullulans,0,
A0ABR0TMZ5,Aureobasidium pullulans,0,
A0ABR0TRK5,Aureobasidium pullulans,0,
A0ABR0TRB9,Aureobasidium pullulans,0,
A0ABR0TVL7,Aureobasidium pullulans,0,
A0ABR0TI95,Aureobasidium pullulans,0,
A0ABR0THD2,Aureobasidium pullulans,0,
A0ABR0T6M4,Aureobasidium pullulans,0,
A0ABR0T7V6,Aureobasidium pullulans,0,
A0ABR0T7Q2,Aureobasidium pullulans,0,
A0ABR0T7N8,Aureobasidium pullulans,0,
A0ABR0T8J8,Aureobasidium pullulans,0,
A0ABR0T8P6,Aureobasidium pullulans,0,
A0ABR0T8H6,Aureobasidium pullulans,0,
A0ABR0T941,Aureobasidium pullulans,0,
A0ABR0TP67,Aureobasidium pullulans,0,
A0ABR0TP33,Aureobasidium pullulans,0,
A0ABR0TP39,Aureobasidium pullulans,0,
A0ABR0TPE1,Aureobasidium pullulans,0,
A0ABR0TPE8,Aureobasidium pullulans,0,
A0ABR0TP28,Aureobasidium pullulans,0,
A0ABR0TPT1,Aureobasidium pullulans,0,
A0ABR0TNV2,Aureobasidium pullulans,0,
A0ABR0TNV3,Aureobasidium pullulans,0,
A0ABR0T7K5,Aureobasidium pullulans,0,
A0ABR0T8K4,Aureobasidium pullulans,0,
A0ABR0TQL1,Aureobasidium pullulans,0,
A0ABR0TQK5,Aureobasidium pullulans,0,
A0ABR0TQD2,Aureobasidium pullulans,0,
A0ABR0TWP1,Aureobasidium pullulans,0,
A0ABR0TB57,Aureobasidium pullulans,0,
A0ABR0TSJ0,Aureobasidium pullulans,0,
A0ABR0TP32,Aureobasidium pullulans,0,
A0ABR0TMP0,Aureobasidium pullulans,0,
A0ABR0TCH4,Aureobasidium pullulans,0,
A0ABR0TWN5,Aureobasidium pullulans,0,
A0ABR0TV93,Aureobasidium pullulans,0,
A0ABR0TBA1,Aureobasidium pullulans,0,
A0ABR0T9Y0,Aureobasidium pullulans,0,
A0ABR0TUS8,Aureobasidium pullulans,0,
A0ABR0TT80,Aureobasidium pullulans,0,
A0ABR0TUJ9,Aureobasidium pullulans,0,
A0ABR0TVM8,Aureobasidium pullulans,0,
A0ABR0TJA2,Aureobasidium pullulans,0,
A0ABR0T9H4,Aureobasidium pullulans,0,
A0ABR0T9D6,Aureobasidium pullulans,0,
A0ABR0T9V6,Aureobasidium pullulans,0,
A0ABR0TA79,Aureobasidium pullulans,0,
A0ABR0TGL6,Aureobasidium pullulans,0,
A0ABR0TF53,Aureobasidium pullulans,0,
A0ABR0TF54,Aureobasidium pullulans,0,
A0ABR0TF43,Aureobasidium pullulans,0,
A0ABR0TRA0,Aureobasidium pullulans,0,
A0ABR0T8Q7,Aureobasidium pullulans,0,
A0ABR0TKF2,Aureobasidium pullulans,0,
A0ABR0TKL2,Aureobasidium pullulans,0,
A0ABR0TBE8,Aureobasidium pullulans,0,
A0ABR0T866,Aureobasidium pullulans,0,
A0ABR0TVL0,Aureobasidium pullulans,0,
A0ABR0TLP3,Aureobasidium pullulans,0,
A0ABR0T611,Aureobasidium pullulans,0,
A0ABR0TAP8,Aureobasidium pullulans,0,
